,input_texts,target_texts
6538,Tom started to talk.,Ο Τομ άρχισε να μιλάει.
6539,Tom started writing.,Ο Τομ άρχισε να γράφει.
6540,Tom stopped dancing.,Ο Τομ σταμάτησε να χορεύει.
6541,Tom stopped playing.,Ο Τομ σταμάτησε να παίζει.
6542,Tom swims every day.,Ο Τομ κολυμπάει κάθε μέρα.
6543,Tom swims every day.,Κάθε μέρα κολυμπάει ο Τομ.
6544,Tom swims very fast.,Ο Τομ κολυμπάει πολύ γρήγορα.
6545,Tom taught us a lot.,Ο Τομ μας έμαθε πολλά.
6546,Tom taught us a lot.,Ο Τομ μας δίδαξε πολλά.
6547,Tom threatened Mary.,Ο Τομ απείλησε τη Μαίρη.
6548,Tom waited for Mary.,Ο Τομ περίμενε τη Μαίρη.
6549,Tom was a carpenter.,Ο Τομ ήταν ξυλουργός.
6550,Tom was a carpenter.,Ο Τομ ήταν μαραγκός.
6551,Tom was one of them.,Ο Τομ ήταν ένας απ' αυτούς.
6552,Tom was one of them.,Ο Τομ ήταν ένα απ' αυτά.
6553,Tom washed his face.,Ο Τομ έπλυνε το πρόσωπό του.
6554,Tom went to Harvard.,Ο Τομ πήγε στο Χάρβαρντ.
6555,Tom will catch Mary.,Ο Τομ θα πιάσει τη Μαίρη.
6556,Tom will follow you.,Ο Τομ θα σας ακολουθήσει.
6557,Tom will follow you.,Ο Τομ θα σε ακολουθήσει.
6558,Tom will forgive us.,Ο Τομ θα μας συγχωρήσει.
6559,Tom will forgive us.,Ο Τομ θα μας συγχωρέσει.
6560,Tom will forgive us.,Θα μας συγχωρήσει ο Τομ.
6561,Tom will forgive us.,Θα μας συγχωρέσει ο Τομ.
6562,Tom will understand.,Ο Τομ θα καταλάβει.
6563,Tom will understand.,Θα καταλάβει ο Τομ.
6564,Tom woke up at 2:30.,Ο Τομ ξύπνησε στις 2:30.
6565,Tom worked for Mary.,Ο Τομ δούλεψε για τη Μαίρη.
6566,Tom worked for Mary.,Ο Τομ εργάστηκε για τη Μαίρη.
6567,Tom works in Boston.,Ο Τομ δουλεύει στη Βοστώνη.
6568,Tom works in Boston.,Ο Τομ εργάζεται στη Βοστώνη.
6569,Tom would defend me.,Ο Τομ θα με υπερασπιζόταν.
6570,"Tom, do you love me?","Τομ, μ' αγαπάς;"
6571,Turn down the music.,Χαμήλωσε τη μουσική.
6572,"Two coffees, please.","Δύο καφέδες, παρακαλώ."
6573,We all speak French.,Όλες μας μιλάμε Γαλλικά.
6574,We all speak French.,Όλοι μας μιλάμε Γαλλικά.
6575,We can't drink milk.,Δεν μπορούμε να πιούμε γάλα.
6576,We didn't play well.,Δεν παίξαμε καλά.
6577,We grew up together.,Μεγαλώσαμε μαζί.
6578,We have three hours.,Έχουμε τρεις ώρες.
6579,We have three weeks.,Έχουμε τρεις βδομάδες.
6580,We have three weeks.,Έχουμε τρεις εβδομάδες.
6581,We haven't found it.,Δεν το 'χουμε βρει.
6582,We haven't found it.,Δεν το έχουμε βρει.
6583,We just want to win.,Θέλουμε απλώς να κερδίσουμε.
6584,We need a challenge.,Χρειαζόμαστε μια πρόκληση.
6585,We need more coffee.,Χρειαζόμαστε πιο πολύ καφέ.
6586,We need more coffee.,Χρειαζόμαστε περισσότερο καφέ.
6587,We often play chess.,Συχνά παίζουμε σκάκι.
6588,We waited till 2:30.,Περιμέναμε ως τις 2:30.
6589,We want to find Tom.,Θέλουμε να βρούμε τον Τομ.
6590,We want to hire you.,Θέλουμε να σε προσλάβουμε.
6591,We want to hire you.,Θέλουμε να σας προσλάβουμε.
6592,We were eating eggs.,Τρώγαμε αυγά.
6593,We will never agree.,Δε θα συμφωνήσουμε ποτέ.
6594,We won't meet again.,Δε θα ξανασυναντηθούμε.
6595,We'll explain later.,Θα εξηγήσουμε αργότερα.
6596,We're all Canadians.,Είμαστε όλες Καναδές.
6597,We're all Canadians.,Είμαστε όλες Καναδέζες.
6598,We're all Canadians.,Είμαστε όλοι Καναδοί.
6599,We're all Canadians.,Είμαστε όλοι Καναδέζοι.
6600,We're eating apples.,Τρώμε μήλα.
6601,We're playing cards.,Παίζουμε χαρτιά.
6602,We're ready to help.,Είμαστε έτοιμες να βοηθήσουμε.
6603,We're ready to help.,Είμαστε έτοιμοι να βοηθήσουμε.
6604,We're ready to play.,Είμαστε έτοιμοι να παίξουμε.
6605,We're ready to play.,Είμαστε έτοιμες να παίξουμε.
6606,We're trying to win.,Προσπαθούμε να κερδίσουμε.
6607,We're trying to win.,Προσπαθούμε να νικήσουμε.
6608,We've prepared well.,Έχουμε προετοιμαστεί καλά.
6609,What did I do wrong?,Τι έκανα λάθος;
6610,What did Tom answer?,Τι απάντησε ο Τομ;
6611,What did you answer?,Τι απάντησες;
6612,What have you eaten?,Τι έχεις φάει;
6613,What have you eaten?,Τι έχετε φάει;
6614,What was Tom's plan?,Ποιο ήταν το σχέδιο του Τομ;
6615,What would you like?,Τι θα ήθελες;
6616,What would you like?,ΤΙ θα θέλατε;
6617,When did you arrive?,Πότε φτάσατε;
6618,When did you arrive?,Πότε έφτασες;
6619,When did you buy it?,Πότε τ' αγόρασες;
6620,When did you buy it?,Πότε το αγόρασες;
6621,When did you buy it?,Πότε τον αγόρασες;
6622,When did you buy it?,Πότε την αγόρασες;
6623,When did you buy it?,Πότε τον αγοράσατε;
6624,When did you buy it?,Πότε την αγοράσατε;
6625,When did you buy it?,Πότε τ' αγοράσατε;
6626,When did you buy it?,Πότε το αγοράσατε;
6627,When did you get up?,Πότε σηκώθηκες;
6628,When did you get up?,Πότε σηκωθήκατε;
6629,When does Tom study?,Πότε διαβάζει ο Τομ;
6630,When does Tom study?,Πότε μελετάει ο Τομ;
6631,Where are the girls?,Πού είναι τα κορίτσια;
6632,Where are the girls?,Πού 'ναι τα κορίτσια;
6633,Where are the girls?,Πού 'ν' τα κορίτσια;
6634,Where are you going?,Πού πας;
6635,Where are you going?,Πού πάτε;
6636,Where are you going?,Πού πηγαίνεις;
6637,Where are your keys?,Πού 'ν' τα κλειδιά σας;
6638,Where are your keys?,Πού 'ν' τα κλειδιά σου;
6639,Where are your keys?,Πού 'ναι τα κλειδιά σας;
6640,Where are your keys?,Πού είναι τα κλειδιά σου;
6641,Where are your keys?,Πού είναι τα κλειδιά σας;
6642,Where does Tom stay?,Πού μένει ο Τομ;
6643,Where does Tom work?,Πού εργάζεται ο Τομ;
6644,Where does Tom work?,Πού δουλεύει ο Τομ;
6645,Where is the museum?,Πού είναι το μουσείο;
6646,Where is the school?,Πού είναι το σχολείο;
6647,Where is the school?,Πού 'ναι το σχολείο;
6648,Where is the school?,Πού 'ν' το σχολείο;
6649,Where is your house?,Που είναι το σπίτι σου;
6650,Where's Tom playing?,Πού παίζει ο Τομ;
6651,Where's the airport?,Που είναι το αεροδρόμιο;
6652,Where's the receipt?,Πού 'ναι η απόδειξη;
6653,Where's the receipt?,Πού είναι η απόδειξη;
6654,Where's the receipt?,Πού 'ν' η απόδειξη;
6655,Where's your father?,Πού είναι ο πατέρας σου;
6656,Where's your father?,Πού είναι ο πατέρας σας;
6657,Where's your friend?,Πού είναι ο φίλος σου;
6658,Where's your friend?,Πού είναι η φίλη σου;
6659,Where's your friend?,Πού είναι ο φίλος σας;
6660,Where's your friend?,Πού είναι η φίλη σας;
6661,Who else helped you?,Ποιος άλλος σε βοήθησε;
6662,Who else helped you?,Ποιος άλλος σας βοήθησε;
6663,Who found my wallet?,Ποιος βρήκε το πορτοφόλι μου;
6664,Who is your teacher?,Ποιος είν' ο δάσκαλός σου;
6665,Who is your teacher?,Ποιος είναι ο δάσκαλός σου;
6666,Who is your teacher?,Ποιος είναι ο δάσκαλός σας;
6667,Who owns that house?,Σε ποιον ανήκει αυτό το σπίτι;
6668,Who owns this house?,Σε ποιον ανήκει αυτό το σπίτι;
6669,Who's your favorite?,Ποιος είναι ο αγαπημένος σου;
6670,Who's your favorite?,Ποια είναι η αγαπημένη σου;
6671,Who's your favorite?,Ποια είναι η αγαπημένη σας;
6672,Whose house is this?,Ποιανού είν' αυτό το σπίτι;
6673,Whose house is this?,Ποιανού είναι αυτό το σπίτι;
6674,Why are we laughing?,Γιατί γελάμε;
6675,Why are you running?,Γιατί τρέχεις;
6676,Why are you running?,Γιατί τρέχετε;
6677,Why are you smiling?,Γιατί χαμογελάς;
6678,Why are you smiling?,Γιατί χαμογελάτε;
6679,Why did Tom kiss me?,Γιατί με φίλησε ο Τομ;
6680,Why did this happen?,Γιατί συνέβη αυτό;
6681,Why did you do that?,Γιατί το έκανες αυτό;
6682,Why did you do that?,Γιατί το κάνατε αυτό;
6683,Why didn't Tom wait?,Γιατί δεν περίμενε ο Τομ;
6684,Why didn't you come?,Γιατί δεν ήρθες;
6685,Why didn't you come?,Γιατί δεν ήρθατε;
6686,Why do they do that?,Γιατί το κάνουν αυτό;
6687,Why do they do this?,Γιατί το κάνουν αυτό;
6688,Would you chill out?,Θα αράξεις;
6689,You are lying to me.,Μου λες ψέματα.
6690,You are such a liar!,Είσαι ψεύτης.
6691,You aren't Canadian.,Δεν είστε Καναδός.
6692,You aren't Canadian.,Δεν είστε Καναδή.
6693,You aren't Canadian.,Δεν είστε Καναδοί.
6694,You aren't Canadian.,Δεν είστε Καναδές.
6695,You aren't Canadian.,Δεν είσαι Καναδός.
6696,You aren't Canadian.,Δεν είσαι Καναδή.
6697,You aren't Canadian.,Δεν είσαι Καναδέζος.
6698,You aren't Canadian.,Δεν είσαι Καναδέζα.
6699,You aren't Canadian.,Δεν είστε Καναδέζος.
6700,You aren't Canadian.,Δεν είστε Καναδέζα.
6701,You aren't Canadian.,Δεν είστε Καναδέζοι.
6702,You aren't Canadian.,Δεν είστε Καναδέζες.
6703,You aren't yourself.,Δεν είσαι ο εαυτός σου.
6704,You aren't yourself.,Δεν είσ' ο εαυτός σου.
6705,You aren't yourself.,Δεν είστε ο εαυτός σας.
6706,You can take a taxi.,Μπορείτε να πάρετε ένα ταξί.
6707,You can take a taxi.,Μπορείτε να πάρετε ταξί.
6708,You can take a taxi.,Μπορείς να πάρεις ταξί.
6709,You can take a taxi.,Μπορείς να πάρεις ένα ταξί.
6710,You disappointed me.,Με απογοήτευσες.
6711,You disappointed me.,Με απογοητεύσατε.
6712,You had your chance.,Είχες την ευκαιρία σου.
6713,You have one chance.,Έχουμε μιά ευκαιρία.
6714,You have three cats.,Έχετε τρεις γάτες.
6715,You lost an earring.,Έχασες ένα σκουλαρίκι.
6716,You lost an earring.,Χάσατε ένα σκουλαρίκι.
6717,You must be kidding!,Κάνεις πλάκα βέβαια.
6718,You'll never change.,Δε θ' αλλάξεις ποτέ.
6719,You'll never change.,Δε θ' αλλάξετε ποτέ.
6720,You're irresistible.,Είσαι ακαταμάχητη.
6721,You're irresistible.,Είσαι ακαταμάχητος.
6722,You're irresistible.,Είστε ακαταμάχητες.
6723,You're irresistible.,Είστε ακαταμάχητοι.
6724,You're irresistible.,Είστε ακαταμάχητη.
6725,You're irresistible.,Είστε ακαταμάχητος.
6726,You're not Canadian.,Δεν είστε Καναδός.
6727,You're not Canadian.,Δεν είστε Καναδή.
6728,You're not Canadian.,Δεν είστε Καναδοί.
6729,You're not Canadian.,Δεν είστε Καναδές.
6730,You're not Canadian.,Δεν είσαι Καναδός.
6731,You're not Canadian.,Δεν είσαι Καναδή.
6732,You're not Canadian.,Δεν είσαι Καναδέζος.
6733,You're not Canadian.,Δεν είσαι Καναδέζα.
6734,You're not Canadian.,Δεν είστε Καναδέζος.
6735,You're not Canadian.,Δεν είστε Καναδέζα.
6736,You're not Canadian.,Δεν είστε Καναδέζοι.
6737,You're not Canadian.,Δεν είστε Καναδέζες.
6738,You're not a doctor.,Δεν είσαι γιατρός.
6739,You're not a doctor.,Δεν είστε γιατρός.
6740,You're under arrest.,Συλλαμβάνεσαι.
6741,You're very curious.,Είσαι πολύ περίεργος.
6742,You're very curious.,Είστε πολύ περίεργος.
6743,You're very curious.,Είσαι πολύ περίεργη.
6744,You're very curious.,Είστε πολύ περίεργη.
6745,You're very curious.,Είστε πολύ περίεργοι.
6746,You're very curious.,Είστε πολύ περίεργες.
6747,You're working hard.,Εργάζεσαι σκληρά.
6748,You're working hard.,Εργάζεστε σκληρά.
6749,You're working hard.,Δουλεύεις σκληρά.
6750,You're working hard.,Δουλεύετε σκληρά.
6751,Your French is good.,Τα Γαλλικά σου είναι καλά.
6752,Your French is good.,Τα Γαλλικά σας είναι καλά.
6753,Your shoes are here.,Τα παπούτσια σου είναι εδώ.
6754,Your shoes are here.,Τα παπούτσια σας είναι εδώ.
6755,Your table is ready.,Το τραπέζι σου είναι έτοιμο.
